,ziemianarozdrozu
2191,https://ziemianarozdrozu.pl/artykul/2233/uprawy-gmo-zabija-tradycyjne-rolnictwo
2192,https://ziemianarozdrozu.pl/artykul/2231/iea-ostrzega-obecne-dzialania-rzadow-nie-wystarcza-dla-unikniecia-katastrofalnej-zmiany-klimatu
2193,https://ziemianarozdrozu.pl/artykul/2230/zaplanowane-starzenie-sie-produktow
2194,https://ziemianarozdrozu.pl/artykul/2229/romney-i-sandy
2195,https://ziemianarozdrozu.pl/artykul/2228/naukowcy-ostrzegaja-od-wielu-lat-–-czy-ktos-wreszcie-zacznie-sluchac
2196,https://ziemianarozdrozu.pl/artykul/2227/implozja-wloch
2197,https://ziemianarozdrozu.pl/artykul/2226/biopaliwa-nie-sa-tak-czyste-i-zielone-jak-sie-wydawalo
2198,https://ziemianarozdrozu.pl/artykul/2225/50-miesiecy-aby-ocalic-swiat
2199,https://ziemianarozdrozu.pl/artykul/2223/rekordowy-zasieg-lodu-wokol-antarktydy
2200,https://ziemianarozdrozu.pl/artykul/2222/powazny-blad
2201,https://ziemianarozdrozu.pl/artykul/2221/a-jak-ty-zarzadzalbys-naszym-swiatem
2202,https://ziemianarozdrozu.pl/artykul/2219/rosyjskie-reaktory-jadrowe-i-odpady-promieniotworcze-w-morzach-arktyki
2203,https://ziemianarozdrozu.pl/artykul/2217/wyzwanie-energetyczne-w-3-minuty
2204,https://ziemianarozdrozu.pl/artykul/2216/ksiazka-swiat-na-rozdrozu
2205,https://ziemianarozdrozu.pl/artykul/2215/wyklad-richarda-heinberga
2206,https://ziemianarozdrozu.pl/artykul/2214/uprawy-gmo-zwiekszaja-ryzyko-dla-zdrowia
2207,https://ziemianarozdrozu.pl/artykul/2213/desertec-prad-poplynie-z-afryki
2208,https://ziemianarozdrozu.pl/artykul/2212/ieo-policzyl-koszty-wytwarzania-energii-w-mikroinstalacjach-oze
2209,https://ziemianarozdrozu.pl/artykul/2211/popyt-na-rope-naftowa-w-krajach-rozwijajacych-sie
2210,https://ziemianarozdrozu.pl/artykul/2210/oslabiona-dyrektywa-efektywnosciowa-nie-wprowadzi-ue-na-niskoemisyjna-sciezke-rozwoju
2211,https://ziemianarozdrozu.pl/artykul/2209/goracy-lod
2212,https://ziemianarozdrozu.pl/artykul/2208/ekstremalna-pogoda-testuje-amerykanska-infrastrukture
2213,https://ziemianarozdrozu.pl/artykul/2207/beda-doplaty-do-budowy-domow-energooszczednych
2214,https://ziemianarozdrozu.pl/artykul/2206/unia-konczy-z-promocja-biopaliw
2215,https://ziemianarozdrozu.pl/artykul/2205/stracilismy-300-milionow-ptakow-krajobrazu-rolnego
2216,https://ziemianarozdrozu.pl/artykul/2204/megadrukowanie-ue
2217,https://ziemianarozdrozu.pl/artykul/2203/megadrukowanie-usa
2218,https://ziemianarozdrozu.pl/artykul/2202/kilka-liczb-ze-strefy-euro
2219,https://ziemianarozdrozu.pl/artykul/2201/obrazek-dnia
2220,https://ziemianarozdrozu.pl/artykul/2200/poszukiwacze-zlota-eliminuja-indian
2221,https://ziemianarozdrozu.pl/artykul/2199/niewiele-gatunkow-przetrwa-w-podzielonym-brazylijskim-lesie
2222,https://ziemianarozdrozu.pl/artykul/2198/niedobory-metali-moga-zaszkodzic-rozwojowi-niskoweglowej-gospodarki
2223,https://ziemianarozdrozu.pl/artykul/2197/kwestia-wspolspalania-biomasy-z-weglem-w-ustawie-o-oze
2224,https://ziemianarozdrozu.pl/artykul/2196/mniej-emisji-z-usa
2225,https://ziemianarozdrozu.pl/artykul/2195/swiatowe-emisje-co2-rosna-–-chiny-gonia-europe
2226,https://ziemianarozdrozu.pl/artykul/2194/uchodzcy-klimatyczni-ludzie-ponosza-konsekwencje-zmiany-klimatu
2227,https://ziemianarozdrozu.pl/artykul/2193/kolejna-rewolucja-naftowa
2228,https://ziemianarozdrozu.pl/artykul/2192/10-najbardziej-zagrozonych-miast
2229,https://ziemianarozdrozu.pl/artykul/2191/saudyjski-minister-do-spraw-ropy-naftowej-o-energii-odnawialnej
2230,https://ziemianarozdrozu.pl/artykul/2190/rafy-juz-nie-zyja
2231,https://ziemianarozdrozu.pl/artykul/2189/klimat-moze-was-zabic
2232,https://ziemianarozdrozu.pl/artykul/2188/zielona-stategia-w-amerykanskich-wyborach-prezydenckich
2233,https://ziemianarozdrozu.pl/artykul/2187/globalne-ocieplenie-wkrotce-bedzie-nieodwracalne
2234,https://ziemianarozdrozu.pl/artykul/2186/zamknac-ekowojownika
2235,https://ziemianarozdrozu.pl/artykul/2185/ustawa-o-zielonych-zrodlach-energii-moze-nie-powstac
2236,https://ziemianarozdrozu.pl/artykul/2184/kolejny-przeglad-energetyczny-bp-statistical-review-of-world-energy-2012
2237,https://ziemianarozdrozu.pl/artykul/2183/ostatnie-lata-arktyki
2238,https://ziemianarozdrozu.pl/artykul/2182/mfw-potrzebna-reforma-systemu-finansowego
2239,https://ziemianarozdrozu.pl/artykul/2181/wzbiera-kolejna-fala-buntow-zywnosciowych
2240,https://ziemianarozdrozu.pl/artykul/2180/dlaczego-warto-wprowadzic-podatek-weglowy
2241,https://ziemianarozdrozu.pl/artykul/2179/bornholm
2242,https://ziemianarozdrozu.pl/artykul/2178/zjesc-ciastko-miec-ciastko-i-dostac-jeszcze-kolejne
2243,https://ziemianarozdrozu.pl/artykul/2177/moratorium-na-polowy-ryb-w-arktyce
2244,https://ziemianarozdrozu.pl/artykul/2176/bawarskie-lodowce-moga-zniknac-w-ciagu-30-lat
2245,https://ziemianarozdrozu.pl/artykul/2172/susze-w-USA-moga-potrwac-do-pazdziernika
2246,https://ziemianarozdrozu.pl/artykul/2171/budowa-domu-z-kolektorami-slonecznymi-bedzie-obowiazkowa
2247,https://ziemianarozdrozu.pl/artykul/2170/klimat-kontra-caterpillar
2248,https://ziemianarozdrozu.pl/artykul/2169/urlop4-nowe-wcielenie-nimby-manow
2249,https://ziemianarozdrozu.pl/artykul/2168/urlop3-koncentracja-co2-przekracza-400ppm
2250,https://ziemianarozdrozu.pl/artykul/2167/urlop1-chiny-ostrzegaja-nasze-rezerwy-metali-ziem-rzadkich-wyczerpuja-sie
2251,https://ziemianarozdrozu.pl/artykul/2164/autobusorower
2252,https://ziemianarozdrozu.pl/artykul/2162/energetyka-jadrowa-to-nie-rozwiazanie-–-to-czesc-problemu
2253,https://ziemianarozdrozu.pl/artykul/2160/ziemia-bez-ludzi
2254,https://ziemianarozdrozu.pl/artykul/2158/zmiana-klimatu-przyczyna-smierci-drzew-w-afryce
2255,https://ziemianarozdrozu.pl/artykul/2157/gazowe-mikroeldorado-2
2256,https://ziemianarozdrozu.pl/artykul/2156/furia-pogodowa-na-ziemi
2257,https://ziemianarozdrozu.pl/artykul/2155/emisje-weglowe-„opoznia-epoke-lodowcowa”
2258,https://ziemianarozdrozu.pl/artykul/2154/popcorn-na-polach
2259,https://ziemianarozdrozu.pl/artykul/2153/zloty-wiek-gazu-oznacza-kleske-dla-klimatu
2260,https://ziemianarozdrozu.pl/artykul/2152/historia-denializmu
2261,https://ziemianarozdrozu.pl/artykul/2151/swiatowe-emisje-co2-–-padl-kolejny-rekord
2262,https://ziemianarozdrozu.pl/artykul/2150/nowa-nadzieja-dla-amazonii
2263,https://ziemianarozdrozu.pl/artykul/2148/ile-dunski-przemysl-zyskal-dzieki-efektywnosci-energetycznej
2264,https://ziemianarozdrozu.pl/artykul/2147/rekordowe-upaly-w-usa
2265,https://ziemianarozdrozu.pl/artykul/2146/welcome-to-the-rest-of-our-lives
2266,https://ziemianarozdrozu.pl/artykul/2145/kriosfera-kurczy-sie-a-klimat-szaleje
2267,https://ziemianarozdrozu.pl/artykul/2144/topnienie-lodu-w-arktyce-zabraklo-skali-znowu
2268,https://ziemianarozdrozu.pl/artykul/2142/historia-przyszlosci-polski
2269,https://ziemianarozdrozu.pl/artykul/2141/chiny-zwiekszaja-moc-reaktorow-to-granica-zdrowego-rozsadku
2270,https://ziemianarozdrozu.pl/artykul/2140/moralny-wymiar-zmian-klimatycznych
2271,https://ziemianarozdrozu.pl/artykul/2139/chinska-czkawka-klimatyczna
2272,https://ziemianarozdrozu.pl/artykul/2138/drzwi-do-2c-zatrzaskuja-sie-doplaty-do-paliw-kopalnych-coraz-wyzsze
2273,https://ziemianarozdrozu.pl/artykul/2137/gaz-lupkowy-z-rosyjskiego-punktu-widzenia
2274,https://ziemianarozdrozu.pl/artykul/2136/pieprz-i-wanilia-–-kolejna-edycja
2275,https://ziemianarozdrozu.pl/artykul/2135/dlaczego-musze-mowic-glosno-o-zmianie-klimatu
2276,https://ziemianarozdrozu.pl/artykul/2132/los-rynku-co2-pod-znakiem-zapytania
2277,https://ziemianarozdrozu.pl/artykul/2131/rio-plus20-nikt-nie-musi-nic-robic-nie-ma-celow-i-harmonogramow-dzialania
2278,https://ziemianarozdrozu.pl/artykul/2130/europejski-kraj-nie-potrzebujacy-paliw-kopalnych
2279,https://ziemianarozdrozu.pl/artykul/2129/z-kominow-na-stoly
2280,https://ziemianarozdrozu.pl/artykul/2128/ukryte-koszty-przemyslu
2281,https://ziemianarozdrozu.pl/artykul/2127/glowa-w-piasek-czyli-co-waznego-zdarzylo-sie-w-tym-tygodniu
2282,https://ziemianarozdrozu.pl/artykul/2126/energooszczedny-budynek-w-praktyce
2283,https://ziemianarozdrozu.pl/artykul/2125/final-prac-nad-dyrektywa-o-efektywnosci-energetycznej
2284,https://ziemianarozdrozu.pl/artykul/2124/brazylijski-rzad-oglasza-amnestie-dla-przestepcow-srodowiskowych
2285,https://ziemianarozdrozu.pl/artykul/2123/japonia-na-rozdrozu
2286,https://ziemianarozdrozu.pl/artykul/2122/jak-wyzywic-swiat
2287,https://ziemianarozdrozu.pl/artykul/2121/paliwo-z-plastikowych-toreb
2288,https://ziemianarozdrozu.pl/artykul/2120/100procent-oze-w-danii-realny-plan-czy-myslenie-zyczeniowe
2289,https://ziemianarozdrozu.pl/artykul/2119/rosliny-gorskie-w-europie-migruja-coraz-wyzej
2290,https://ziemianarozdrozu.pl/artykul/2118/
2291,https://ziemianarozdrozu.pl/artykul/2117/
2292,https://ziemianarozdrozu.pl/artykul/2116/microsoft-juz-za-miesiac-chce-byc-zeroemisyjny
2293,https://ziemianarozdrozu.pl/artykul/2115/czy-polska-wetuje-bo-ma-zle-analizy
2294,https://ziemianarozdrozu.pl/artykul/2114/rekord-ciepla-padl-na-grenlandii-wyspa-zacznie-sie-topic
2295,https://ziemianarozdrozu.pl/artykul/2113/ile-mamy-wody-na-ziemi
2296,https://ziemianarozdrozu.pl/artykul/2112/oni-nas-zabijaja-–-amazonskie-plemie-blaga-o-ratunek
2297,https://ziemianarozdrozu.pl/artykul/2111/przeminelo-z-weglem
2298,https://ziemianarozdrozu.pl/artykul/2110/spaliny-bardziej-zabojcze-niz-wypadki
2299,https://ziemianarozdrozu.pl/artykul/2109/rura-transportem-przyszlosci
2300,https://ziemianarozdrozu.pl/artykul/2108/ogniwa-pv-o-wydajnosci-24procent-trafia-do-masowej-produkcji
2301,https://ziemianarozdrozu.pl/artykul/2107/zielony-wzrost-czy-zrownowazona-gospodarka-rywalizujace-wizje-zielonej-ekonomii
2302,https://ziemianarozdrozu.pl/artykul/2106/powstala-pszenica-odporna-na-zasolenie-gleb
2303,https://ziemianarozdrozu.pl/artykul/2105/negocjacje-klimatyczne-w-bonn-–-kolejna-antynagroda-dla-polski
2304,https://ziemianarozdrozu.pl/artykul/2104/problem-emisji-co2-rozwiazany
2305,https://ziemianarozdrozu.pl/artykul/2103/zachowanie-ekologiczne-tylko-jesli-mi-sie-to-oplaci-finansowo
2306,https://ziemianarozdrozu.pl/artykul/2102/kolejny-antarktyczny-lodowiec-szelfowy-zagrozony
2307,https://ziemianarozdrozu.pl/artykul/2101/kruszenie-hydrauliczne-moze-powodowac-ulatnianie-sie-metanu
2308,https://ziemianarozdrozu.pl/artykul/2100/ludzkosc-w-2030-roku-bedzie-potrzebowala-dwoch-planet
2309,https://ziemianarozdrozu.pl/artykul/2098/uciekajace-pieniadze
2310,https://ziemianarozdrozu.pl/artykul/2097/mfw-w-najblizszej-dekadzie-ceny-ropy-sie-podwoja
2311,https://ziemianarozdrozu.pl/artykul/2096/oecd-wzywa-do-natychmiastowych-dzialan-na-rzecz-klimatu
2312,https://ziemianarozdrozu.pl/artykul/2095/wymieranie-gatunkow-spowodowane-zmiana-klimatu-niedoszacowane
2313,https://ziemianarozdrozu.pl/artykul/2094/paul-krugman-eurodämmerung
2314,https://ziemianarozdrozu.pl/artykul/2093/a-jednak-sie-ociepla
2315,https://ziemianarozdrozu.pl/artykul/2092/zagrozony-gatunek-moze-przestac-istniec
2316,https://ziemianarozdrozu.pl/artykul/2091/pieniadze-unijne-zostana-na-kolei
2317,https://ziemianarozdrozu.pl/artykul/2090/japonia-bez-energii-z-atomu-zobowiazania-z-kioto-do-kosza
2318,https://ziemianarozdrozu.pl/artykul/2089/globalna-hossa-w-przemysle-wydobywczym-prowadzi-do-masowego-zagarniania-i-degradacji-ziemi
2319,https://ziemianarozdrozu.pl/artykul/2088/antarktyda-robi-sie-coraz-bardziej-zielona
2320,https://ziemianarozdrozu.pl/artykul/2087/zakwaszanie-oceanow-na-dobrej-drodze-do-rekordu-z-co-najmniej-ostatnich-300-mln-lat
2321,https://ziemianarozdrozu.pl/artykul/2086/manipulacje-wokol-kosztow-polityki-klimatycznej
2322,https://ziemianarozdrozu.pl/artykul/2085/padl-kwietniowy-rekord-ciepla-w-polsce
2323,https://ziemianarozdrozu.pl/artykul/2084/elektrownie-w-usa-beda-musialy-emitowac-mniej
2324,https://ziemianarozdrozu.pl/artykul/2083/ochrona-klimatu-a-sprawa-polska
2325,https://ziemianarozdrozu.pl/artykul/2082/amazonia-pod-topor
2326,https://ziemianarozdrozu.pl/artykul/2081/rio-plus-20
2327,https://ziemianarozdrozu.pl/artykul/2080/onz-erozja-gleby-postepuje-a-z-nia-globalne-ocieplenie
2328,https://ziemianarozdrozu.pl/artykul/2079/samochody-z-grzybow
2329,https://ziemianarozdrozu.pl/artykul/2078/ekstrema-pogodowe-przyszlosci
2330,https://ziemianarozdrozu.pl/artykul/2077/w-2050-roku-irlandia-bedzie-naprawde-zielona
2331,https://ziemianarozdrozu.pl/artykul/2076/hiszpanska-piramida
2332,https://ziemianarozdrozu.pl/artykul/2075/poziom-oceanow-przestal-rosnac
2333,https://ziemianarozdrozu.pl/artykul/2074/czy-solidarna-polska-doprowadzi-do-zawieszenia-pakietu-klimatyczno-energetycznego
2334,https://ziemianarozdrozu.pl/artykul/2073/genetyczny-poker-cz-2-superszkodniki
2335,https://ziemianarozdrozu.pl/artykul/2072/o-jajkach-soli-czujnikach-metanu-nielegalnym-fedrowaniu-i-czystym-gazie-lupkowym
2336,https://ziemianarozdrozu.pl/artykul/2070/uczac-sie-od-chin-dlaczego-dzisiejszy-model-gospodarczy-nie-zda-egzaminu
2337,https://ziemianarozdrozu.pl/artykul/2069/pracownicy-nasa-nie-straszyc-globalnym-ociepleniem
2338,https://ziemianarozdrozu.pl/artykul/2068/megapozary-moga-zmienic-oblicza-poludniowego-zachodu-usa
2339,https://ziemianarozdrozu.pl/artykul/2067/negocjacje-klimatyczne-–-trudna-droga-naprzod
2340,https://ziemianarozdrozu.pl/artykul/2066/polska-musi-wdrozyc-dyrektywe-o-etykietowaniu-energetycznym
2341,https://ziemianarozdrozu.pl/artykul/2065/odpady-–-nowe-miejsca-pracy-i-nizsze-koszy
2342,https://ziemianarozdrozu.pl/artykul/2064/okna-ochlodza-i-ogrzeja
2343,https://ziemianarozdrozu.pl/artykul/2063/z-przymruzeniem-oka-cz-3
2344,https://ziemianarozdrozu.pl/artykul/2062/genetyczny-poker-superchwasty
2345,https://ziemianarozdrozu.pl/artykul/2060/megaciezarowki-na-razie-zatrzymane
2346,https://ziemianarozdrozu.pl/artykul/2059/cud-na-slasku
2347,https://ziemianarozdrozu.pl/artykul/2058/z-przymruzeniem-oka-2
2348,https://ziemianarozdrozu.pl/artykul/2057/bezplatna-komunikacja-miejska
2349,https://ziemianarozdrozu.pl/artykul/2056/ekstrema-pogodowe-przestaja-byc-wyjatkowe
2350,https://ziemianarozdrozu.pl/artykul/2053/sloneczne-elektrownie-termalne-wydajne-jak-klasyczne
2351,https://ziemianarozdrozu.pl/artykul/2052/godzina-dla-siebie
2352,https://ziemianarozdrozu.pl/artykul/2051/kiribati-przygotowania-do-pierwszej-wielkiej-migracji-klimatycznej
2353,https://ziemianarozdrozu.pl/artykul/2049/z-przymruzeniem-oka
2354,https://ziemianarozdrozu.pl/artykul/2048/prog-zwrotu-energii-z-inwestycji-eroei
2355,https://ziemianarozdrozu.pl/artykul/2047/kitologia-stosowana-moncktona
2356,https://ziemianarozdrozu.pl/artykul/2046/czy-spala-nasze-lasy
2357,https://ziemianarozdrozu.pl/artykul/2045/slonce-a-klimat
2358,https://ziemianarozdrozu.pl/artykul/2044/sos-dla-ziemi
2359,https://ziemianarozdrozu.pl/artykul/2043/mikroeldorado
2360,https://ziemianarozdrozu.pl/artykul/2042/rowerem-–-po-dunsku
2361,https://ziemianarozdrozu.pl/artykul/2041/grabieze-terenu-coraz-powazniejszym-problemem
2362,https://ziemianarozdrozu.pl/artykul/2039/gospodarka-amerykanska-staje-na-nogi
2363,https://ziemianarozdrozu.pl/artykul/2038/symptomy-przekroczenia-pojemnosci-srodowiska
2364,https://ziemianarozdrozu.pl/artykul/2037/polska-w-drugiej-lidze
2365,https://ziemianarozdrozu.pl/artykul/2036/zrodla-informacji-o-klimacie
2366,https://ziemianarozdrozu.pl/artykul/2035/woda-ognista-lista-skladnikow-uzywanych-do-szczelinowania-hydraulicznego
2367,https://ziemianarozdrozu.pl/artykul/2034/‘jesli-nie-my-to-kto-jesli-nie-teraz-to-kiedy’
2368,https://ziemianarozdrozu.pl/artykul/2032/nastroje-wokol-polskiego-weta
2369,https://ziemianarozdrozu.pl/artykul/2030/nie-stac-nas
2370,https://ziemianarozdrozu.pl/artykul/2029/energetyka-rozproszona-–-lekarstwo-na-trudny-czas
2371,https://ziemianarozdrozu.pl/artykul/2028/pan-gmo-to-szansa-rozwoju-dla-rolnictwa
2372,https://ziemianarozdrozu.pl/artykul/2027/percepcja-zmiany-klimatu-zmiana-kostki-do-gry
2373,https://ziemianarozdrozu.pl/artykul/2024/zmiany-klimatu-moga-unicestwic-wiecej-gatunkow-niz-przewidywano
2374,https://ziemianarozdrozu.pl/artykul/2023/oceana-ujawnia-prawdziwe-kwoty-dotacji-ue-dla-sektora-rybolowstwa
2375,https://ziemianarozdrozu.pl/artykul/2022/co-ropa-za-ponad-100-dolarow-za-barylke-oznacza-dla-polski
2376,https://ziemianarozdrozu.pl/artykul/2021/klimat-w-polsce-szybko-sie-ociepla
2377,https://ziemianarozdrozu.pl/artykul/2020/ustawa-o-oze-najbardziej-wspiera-energetyke-weglowa
2378,https://ziemianarozdrozu.pl/artykul/2019/glony-rozwiaza-paliwowy-problem
2379,https://ziemianarozdrozu.pl/artykul/2018/cieplo…-cieplo…-goraco
2380,https://ziemianarozdrozu.pl/artykul/2017/strzyzenie-dlugow-dla-kazdego-czy-pieniadze-za-darmo
2381,https://ziemianarozdrozu.pl/artykul/2016/narodziny-nowych-zrodel-energii
2382,https://ziemianarozdrozu.pl/artykul/2015/plastikowe-torby-zabijaja-najwieksze-drapiezniki-ziemi
2383,https://ziemianarozdrozu.pl/artykul/2014/przeglad-roku-2011
2384,https://ziemianarozdrozu.pl/artykul/2013/energia-z-wulkanu-–-nowy-projekt-geotermalny-usa
2385,https://ziemianarozdrozu.pl/artykul/2011/biopaliwa-bardziej-szkodliwe-od-ropy
2386,https://ziemianarozdrozu.pl/artykul/2010/wiekszosc-plazow-jest-zagrozona-wymarciem
2387,https://ziemianarozdrozu.pl/artykul/2009/parlament-chce-powstrzymac-marnotrawienie-zywnosci
2388,https://ziemianarozdrozu.pl/artykul/2008/energia-sloneczna-w-indiach-tansza-od-diesela
2389,https://ziemianarozdrozu.pl/artykul/2007/story-of-citizens-united-vs-fec
2390,https://ziemianarozdrozu.pl/artykul/2006/rowerem-do-kopenhagi
2391,https://ziemianarozdrozu.pl/artykul/2005/publikacja-w-nature-osiagnelismy-peak-oil-nadchodza-stale-wahania-cen
2392,https://ziemianarozdrozu.pl/artykul/2004/o-wyrzucaniu-pieniedzy-w-bloto
2393,https://ziemianarozdrozu.pl/artykul/2003/europa-i-stany-zjednoczone-zbiednieja-to-nieuniknione
2394,https://ziemianarozdrozu.pl/artykul/2002/kolejny-rekord-w-arktyce
2395,https://ziemianarozdrozu.pl/artykul/2001/uczen-czarnoksieznika
2396,https://ziemianarozdrozu.pl/artykul/2000/oil-peak-odwolany-czyli-ropa-z-lupkow-takze-w-polsce
2397,https://ziemianarozdrozu.pl/artykul/1999/tanio-to-juz-bylo-2
2398,https://ziemianarozdrozu.pl/artykul/1998/tanio-to-juz-bylo
2399,https://ziemianarozdrozu.pl/artykul/1995/od-stycznia-do-lipca-temperatura-wzrosla-z-5-do-25c-za-rok-bedzie-wiec-100c
2400,https://ziemianarozdrozu.pl/artykul/1994/wspomagane-energia-sloneczna-wydobycie-ropy
2401,https://ziemianarozdrozu.pl/artykul/1992/klub-sceptykow-globalnego-ocieplenia-ma-nowych-wodzirejow
2402,https://ziemianarozdrozu.pl/artykul/1991/onz-kanada-wciaz-jest-zobligowana-do-walki-z-globalnym-ociepleniem
2403,https://ziemianarozdrozu.pl/artykul/1990/lepszy-transport
2404,https://ziemianarozdrozu.pl/artykul/1989/zegar-zaglady-wskazowka-przesunela-sie-minute-blizej-do-godziny-zero
2405,https://ziemianarozdrozu.pl/artykul/1987/niemiecka-produkcja-pradu-z-paneli-slonecznych-wzrosla-w-2011-roku-o-60-procent
2406,https://ziemianarozdrozu.pl/artykul/1986/emisje-z-chin-spowolnily-globalne-ocieplenie
2407,https://ziemianarozdrozu.pl/artykul/1985/bilans-2011-roku-rekordy-temperatury
2408,https://ziemianarozdrozu.pl/artykul/1983/sabrina-carlinfan-fraktal-co2-czyli-doswiadczenia-z-globalnym-ociepleniem
2409,https://ziemianarozdrozu.pl/artykul/1982/czy-kij-hokejowy-jest-zlamany
2410,https://ziemianarozdrozu.pl/artykul/1981/janez-potočnik-jedynie-rozwoj-ekologiczny-zapewni-europie-i-swiatu-zrownowazona-przyszlosc
2411,https://ziemianarozdrozu.pl/artykul/1980/czy-film-niewygodna-prawda-ala-gore-jest-wiarygodny
2412,https://ziemianarozdrozu.pl/artykul/1979/wotum-nieufnosci-dla-amerykanskich-politykow
2413,https://ziemianarozdrozu.pl/artykul/1978/niemozliwy-chomik
2414,https://ziemianarozdrozu.pl/artykul/1976/swietlana-przyszlosc-fabryk-napedzanych-energia-slonca
2415,https://ziemianarozdrozu.pl/artykul/1975/swiatelko-w-tunelu-raczej-tunel-za-swiatlem
2416,https://ziemianarozdrozu.pl/artykul/1974/energia-na-skale-galaktyczna
2417,https://ziemianarozdrozu.pl/artykul/1973/czy-lodu-na-antarktydzie-przybywa-czy-ubywa
2418,https://ziemianarozdrozu.pl/artykul/1970/czy-zmierzamy-do-nowej-epoki-lodowcowej
2419,https://ziemianarozdrozu.pl/artykul/1969/zawartosc-co2-rosla-z-opoznieniem-za-wzrostem-temperatury
2420,https://ziemianarozdrozu.pl/artykul/1967/stephen-schneider-nauka-i-przeklamania
2421,https://ziemianarozdrozu.pl/artykul/1966/oil-peak-czy-granice-wzrostu
2422,https://ziemianarozdrozu.pl/artykul/1965/zatrucie-wody-powiazane-z-wydobyciem-gazu-lupkowego
2423,https://ziemianarozdrozu.pl/artykul/1964/arktyka-z-dna-oceanu-unosza-sie-kilometrowe-kolumny-metanu
2424,https://ziemianarozdrozu.pl/artykul/1963/niedobory-rud-metali-i-pierwiastki-nadziei
2425,https://ziemianarozdrozu.pl/artykul/1962/kryzys-a-wiec-konsumujmy-wiecej
2426,https://ziemianarozdrozu.pl/artykul/1961/ocieplenie-o-2c-to-za-duzo
2427,https://ziemianarozdrozu.pl/artykul/1960/zrownowazona-energia-konkurs
2428,https://ziemianarozdrozu.pl/artykul/1959/wyklad-zrownowazona-energia-poznan-katowice-opole
2429,https://ziemianarozdrozu.pl/artykul/1958/im-bardziej-wypelniamy-zycie-rzeczami-tym-bardziej-pusci-stajemy-sie-w-srodku
2430,https://ziemianarozdrozu.pl/artykul/1957/richard-heinberg-ktos-to-musi-zrobic
2431,https://ziemianarozdrozu.pl/artykul/1956/czy-tracimy-umiejetnosc-myslenia-dlugoterminowego
2432,https://ziemianarozdrozu.pl/artykul/1955/czy-wzrost-pkb-sam-w-sobie-jest-miara-dobrobytu
2433,https://ziemianarozdrozu.pl/artykul/1954/raport-onz-jedna-czwarta-gleb-naszej-planety-jest-powaznie-zdegradowana
2434,https://ziemianarozdrozu.pl/artykul/1953/deadlock
2435,https://ziemianarozdrozu.pl/artykul/1952/skamielina-dnia-dla-polski
2436,https://ziemianarozdrozu.pl/artykul/1951/czy-naukowcy-przewidywali-w-latach-1970-tych-epoke-lodowcowa
2437,https://ziemianarozdrozu.pl/artykul/1950/symptomy-kryzysu-wzrostu
2438,https://ziemianarozdrozu.pl/artykul/1949/krol-jest-nagi-czyli-o-podstawach-ekonomii
2439,https://ziemianarozdrozu.pl/artykul/1948/kolejny-kij-hokejowy-topnienie-lodu-bez-precedensu-w-ciagu-ostatnich-1450-lat
2440,https://ziemianarozdrozu.pl/artykul/1947/iea-za-5-lat-bedzie-juz-za-pozno
2441,https://ziemianarozdrozu.pl/artykul/1946/dlugoletnia-prognoza-zmian-pogody-nie-wrozy-wiele-dobrego
2442,https://ziemianarozdrozu.pl/artykul/1944/jak-wytlumaczyc-to-najprosciej
2443,https://ziemianarozdrozu.pl/artykul/1943/dobre-wiadomosci-korale-przetrwaja-globalne-ocieplenie
2444,https://ziemianarozdrozu.pl/artykul/1942/swiatowe-wydobycie-ropy-naftowej-konczy-szosty-rok-bez-wzrostu
2445,https://ziemianarozdrozu.pl/artykul/1941/kryzys-oil-peak-priorytety
2446,https://ziemianarozdrozu.pl/artykul/1940/swiat-konsumpcji-w-liczbach
2447,https://ziemianarozdrozu.pl/artykul/1939/tanie-paliwo-juz-bylo
2448,https://ziemianarozdrozu.pl/artykul/1927/pokoleniowa-amnezja-srodowiskowa-narastajacy-problem
2449,https://ziemianarozdrozu.pl/artykul/1926/czy-globalne-ocieplenie-zatrzymalo-sie-w-1998-roku
2450,https://ziemianarozdrozu.pl/artykul/1925/energia-sloneczna-24-godziny-na-dobe
2451,https://ziemianarozdrozu.pl/artykul/1924/ostatnie-pozegnanie
2452,https://ziemianarozdrozu.pl/artykul/1921/czy-zwierzeta-i-rosliny-przystosuja-sie-do-zmiany-klimatu
2453,https://ziemianarozdrozu.pl/artykul/1920/ukladanka-i-priorytety
2454,https://ziemianarozdrozu.pl/artykul/1919/czy-historyczne-pomiary-temperatur-sa-wiarygodne
2455,https://ziemianarozdrozu.pl/artykul/1918/zrownowazony-wzrost-gospodarczy
2456,https://ziemianarozdrozu.pl/artykul/1915/wysokie-koszty-gry-na-zwloke
2457,https://ziemianarozdrozu.pl/artykul/1914/arktyka-ma-sie-znakomicie-–-kontratak-zaprzeczaczy”
2458,https://ziemianarozdrozu.pl/artykul/1913/czas-ucieka
2459,https://ziemianarozdrozu.pl/artykul/1912/jak-wiarygodne-sa-modele-klimatyczne
2460,https://ziemianarozdrozu.pl/artykul/1911/arktyka-ma-sie-znakomicie
2461,https://ziemianarozdrozu.pl/artykul/1910/stenlose-south-–-ekologiczna-gmina
2462,https://ziemianarozdrozu.pl/artykul/1908/amerykanski-ekspert-wydobycie-gazu-lupkowego-powoduje-problemy-w-usa
